Ticker,Broker_Score_ct,Broker_Score_wtg,Benchmark,1_Yr_Return,3_Yr_Return,5_Yr_Return,7_Yr_Return,1_Yr_Return_BM,3_Yr_Return_BM,5_Yr_Return_BM,7_Yr_Return_BM,AUM,AUM_2016,Num_of_Holdings,Turnover_2005,Turnover_2004,Turnover_2003,3_yr_Turnover_Avg,Net_Expense_Ratio,Avg_Mkt_Cap_M,P_E,P_B,P_S,P_C,Debt_to_Capital,Net_Margin,ROA,ROE
MBLAX,1860,1797,S&P500,8.89,-1.42,3.49,4.61,14.53,-8.13,2.26,4.08,206381699.00,159556201.00,235.00,34.00,39.00,45.00,39.33,0.99,59144.50,17.22,2.75,1.66,11.05,27.76,12.74,10.14,18.96
MBLDX,6848,1616,S&P500,11.21,-3.21,4.17,5.01,14.53,-8.13,2.26,4.08,246331264.00,123237960.00,,139.00,104.00,94.00,112.33,1.10,,,,,,,,,
MCKIX,0,0,S&P500,9.30,-0.78,5.45,5.83,14.53,-8.13,2.26,4.08,31650080.00,457860631.00,12.00,,,,,0.63,25634.31,18.20,3.05,1.37,11.09,26.47,12.76,10.23,19.40
MEDRX,0,0,S&P500,16.11,2.54,6.88,6.91,14.53,-8.13,2.26,4.08,14520078.00,20563026.00,51.00,,,9.00,9.00,2.44,14239.64,23.08,3.66,3.24,18.27,23.68,8.62,3.80,9.79
MEFOX,436,1030,S&P500,13.40,-5.98,2.74,3.89,14.53,-8.13,2.26,4.08,30979525.00,60222320.00,,30.00,22.66,,26.33,2.39,,,,,,,,,
MEIFX,297,824,S&P500,17.30,-5.98,3.29,4.36,14.53,-8.13,2.26,4.08,13349005.00,48862459.00,35.00,25.00,,,25.00,1.50,6750.60,16.95,2.50,1.14,10.76,31.50,9.92,8.07,16.58
MFGIX,974,1774,S&P500,1.86,-9.75,2.36,3.11,14.53,-8.13,2.26,4.08,19275578.00,25554181.00,59.00,92.00,94.00,58.00,81.33,1.26,33892.58,22.64,4.35,2.07,15.34,25.21,15.34,12.92,24.22
MFOCX,425,1416,S&P500,8.85,-9.56,2.48,2.99,14.53,-8.13,2.26,4.08,4066400000.00,532516947.00,33.00,94.00,84.00,90.00,89.33,1.25,49745.60,20.89,4.27,2.19,15.58,30.86,14.23,11.40,21.92
MFRFX,1141,1309,S&P500,10.65,-6.97,3.74,4.88,14.53,-8.13,2.26,4.08,2925660331.00,5123338517.00,96.00,99.00,117.00,114.00,110.00,1.30,23639.84,19.57,2.94,1.88,12.18,24.37,14.19,10.68,18.42
MGDIX,0,0,S&P500,13.63,-5.29,4.03,4.67,14.53,-8.13,2.26,4.08,61673485.00,712609872.00,12.00,2.00,,,2.00,1.02,23097.10,18.34,3.12,1.41,11.61,24.54,13.10,10.16,19.24
MGRIX,645,1440,S&P500,6.68,-10.89,1.54,2.67,14.53,-8.13,2.26,4.08,2278333000.00,258873145.00,52.00,73.00,73.00,91.00,79.00,1.26,40342.11,20.61,4.15,1.96,15.20,31.81,12.28,10.49,21.21
MGWIX,0,0,S&P500,13.50,-6.08,4.98,5.43,14.53,-8.13,2.26,4.08,1878311453.00,5024560150.00,11.00,,0.00,1.00,0.50,1.30,16684.12,18.88,3.16,1.67,12.12,21.10,12.81,9.02,17.73
MGXIX,0,0,S&P500,15.61,-7.04,2.87,3.73,14.53,-8.13,2.26,4.08,30105951.00,364627414.00,8.00,,,,,0.10,22334.30,18.57,3.17,1.46,12.06,23.94,13.33,10.22,19.17
MIAGX,0,0,S&P500,14.01,-8.73,4.01,4.51,14.53,-8.13,2.26,4.08,856481675.00,1676655482.00,9.00,1.00,,9.00,5.00,0.10,11987.49,19.98,3.19,1.73,12.83,22.25,12.54,8.83,16.90
MIDSX,38,129,S&P500,58.75,-4.99,17.92,0.93,14.53,-8.13,2.26,4.08,74659000.00,19306990.00,44.00,63.00,34.00,45.00,47.33,0.10,1787.82,35.04,4.76,7.22,19.91,8.21,10.97,-1.42,2.87
MINVX,0,0,S&P500,13.50,-8.41,2.37,3.60,14.53,-8.13,2.26,4.08,130334500.00,291568042.00,34.00,34.00,,88.00,61.00,2.39,38950.49,18.07,2.56,1.83,14.16,21.35,11.94,10.31,15.61
MISEX,298,1563,S&P500,15.53,-9.96,0.56,3.87,14.53,-8.13,2.26,4.08,16614000.00,13822415.00,21.00,124.00,9.00,20.00,51.00,0.88,45403.97,20.47,2.56,1.80,12.83,34.16,11.11,8.33,17.18
MITTX,1335,1689,S&P500,13.37,-5.08,3.85,5.05,14.53,-8.13,2.26,4.08,5257005056.00,6152782545.00,83.00,9.00,78.00,55.00,47.33,3.39,47261.87,20.35,3.38,2.00,13.92,22.54,13.32,10.82,20.72
MLSCX,599,774,S&P500,4.96,0.95,2.61,1.66,14.53,-8.13,2.26,4.08,64475350.00,29468183.00,60.00,78.00,,424.00,251.00,0.92,8167.13,25.05,3.33,2.41,15.72,31.16,10.36,7.22,14.87
MMAFX,1941,868,S&P500,13.54,-7.38,1.74,3.70,14.53,-8.13,2.26,4.08,187667321.00,69723672.00,411.00,108.00,,,108.00,2.92,20390.10,16.78,2.87,1.35,10.71,17.14,12.46,8.73,17.32
MMAIX,0,0,S&P500,10.95,-3.29,5.63,5.95,14.53,-8.13,2.26,4.08,1742634010.00,5863610607.00,12.00,,1.00,2.00,1.50,1.02,21681.63,18.51,3.08,1.69,11.89,22.71,13.07,9.47,18.03
MMIEX,7675,1866,S&P500,14.04,-8.56,1.84,3.64,14.53,-8.13,2.26,4.08,1671990911.00,3747192393.00,,6.00,3.00,5.00,4.67,0.10,,,,,,,,,
MMRIX,0,0,S&P500,11.51,-2.61,4.82,5.38,14.53,-8.13,2.26,4.08,62836470.00,707434645.00,12.00,3.00,,,3.00,0.42,24605.39,18.20,3.08,1.40,11.30,24.96,12.99,10.13,19.31
MMSSX,5356,1879,S&P500,14.03,-9.38,1.97,3.64,14.53,-8.13,2.26,4.08,343458968.00,139008671.00,,78.00,,,78.00,0.60,,,,,,,,,
MMUFX,426,554,S&P500,31.17,2.19,9.87,9.88,14.53,-8.13,2.26,4.08,1800658830.00,4022871265.00,102.00,101.00,97.00,,99.00,1.13,12681.43,18.65,2.70,1.43,8.01,41.89,6.53,2.97,15.18
MNRGX,611,1676,S&P500,3.91,-12.93,1.56,2.69,14.53,-8.13,2.26,4.08,3732000.00,9932961.00,39.00,16.00,30.42,13.20,19.87,1.15,26343.39,21.23,3.65,1.82,15.15,21.94,13.73,11.60,20.00
MNRMX,544,1463,S&P500,9.19,-7.49,2.43,2.99,14.53,-8.13,2.26,4.08,3317000.00,6718788.00,38.00,30.42,7.32,26.00,21.25,1.50,26002.72,16.99,2.98,1.54,11.25,28.16,13.74,10.04,20.29
MOBAX,661,1835,S&P500,5.18,-0.59,4.65,5.08,14.53,-8.13,2.26,4.08,58993289.00,23636428.00,61.00,7.32,35.90,,21.61,1.50,51855.92,23.25,4.63,2.28,16.50,25.52,14.70,11.79,23.25
MOFQX,471,188,S&P500,20.73,-10.99,-0.30,-0.84,14.53,-8.13,2.26,4.08,40624092.00,3890157.00,290.00,647.00,504.00,368.00,506.33,1.13,1794.00,13.33,2.41,0.94,8.38,28.43,7.15,8.87,18.96
MONTX,0,0,S&P500,7.07,-10.03,5.69,3.35,14.53,-8.13,2.26,4.08,59324953.00,56608091.00,118.00,170.00,385.80,609.00,388.27,1.95,23014.26,20.05,3.42,1.22,11.55,30.84,10.47,8.55,18.32
MPGFX,422,1091,S&P500,10.06,-5.79,3.60,5.59,14.53,-8.13,2.26,4.08,2522619358.00,4576692124.00,46.00,385.80,2.87,1.00,129.89,1.43,13183.09,19.51,3.18,1.45,12.50,24.22,12.60,10.89,18.79
MPLCX,1776,1734,S&P500,10.76,-9.09,2.09,2.90,14.53,-8.13,2.26,4.08,1786432000.00,296756137.00,110.00,2.87,43.52,57.00,34.46,0.73,51097.89,17.97,3.08,1.93,11.99,28.52,14.83,10.93,21.34
MSFRX,2251,1436,S&P500,11.43,-2.90,3.43,4.28,14.53,-8.13,2.26,4.08,11873554173.00,7700566397.00,856.00,50.00,65.00,71.00,62.00,0.81,30978.50,16.02,2.34,1.38,10.08,30.51,10.53,8.45,15.93
MSIGX,5178,1863,S&P500,13.81,-9.53,1.80,3.47,14.53,-8.13,2.26,4.08,11635168717.00,9946538350.00,492.00,79.00,76.00,94.00,83.00,0.89,47036.95,16.63,2.75,1.34,9.76,26.76,13.19,10.61,19.81
MSOAX,4728,1706,S&P500,14.14,-8.86,0.09,2.29,14.53,-8.13,2.26,4.08,172036895.00,186310922.00,498.00,105.00,136.00,130.00,123.67,0.93,36219.73,16.46,2.70,1.19,8.81,31.27,11.76,10.12,19.88
MSPIX,7686,1883,S&P500,14.26,-8.31,2.01,3.80,14.53,-8.13,2.26,4.08,1598804874.00,1265041638.00,504.00,6.00,2.00,,4.00,1.65,46984.98,17.27,2.81,1.50,10.76,29.41,13.34,10.42,19.62
MUHLX,556,1226,S&P500,5.14,-16.73,-4.45,-2.26,14.53,-8.13,2.26,4.08,3082527808.00,247773918.00,71.00,6.00,7.00,11.00,8.00,0.30,19052.76,12.53,2.41,1.25,9.30,31.01,13.71,13.89,21.71
MUIFX,3250,1637,S&P500,12.98,-10.09,0.43,2.30,14.53,-8.13,2.26,4.08,1266288202.00,1007182876.00,285.00,7.00,144.61,,75.81,1.14,33255.51,16.31,2.36,1.24,10.56,26.65,12.24,9.79,17.09
MUSEX,1208,1735,S&P500,18.71,-5.79,3.87,5.15,14.53,-8.13,2.26,4.08,47715424.00,1416563217.00,76.00,48.00,59.00,59.00,55.33,0.82,42693.19,15.56,2.60,1.13,8.74,35.37,10.16,9.04,20.25
MUTHX,669,533,S&P500,19.38,-7.86,2.13,3.35,14.53,-8.13,2.26,4.08,15109106650.00,15839183113.00,312.00,22.00,33.22,51.00,35.41,0.95,15802.46,16.32,2.22,1.13,8.75,22.15,10.06,6.72,17.17
MUXYX,7661,1866,S&P500,14.10,-8.51,1.89,3.64,14.53,-8.13,2.26,4.08,552762112.00,249473527.00,504.00,33.22,,8.00,20.61,0.81,46926.85,17.29,2.81,1.50,10.77,29.38,13.33,10.42,19.61
MVEIX,897,1590,S&P500,13.90,-12.21,-0.28,1.21,14.53,-8.13,2.26,4.08,15997125.00,11933015.00,55.00,71.00,69.00,223.00,121.00,0.42,28867.82,17.48,2.72,1.42,10.55,33.29,9.70,8.27,17.85
MVPFX,640,783,S&P500,11.03,-3.88,4.22,5.05,14.53,-8.13,2.26,4.08,21475000.00,72404724.00,94.00,69.00,28.21,,48.61,1.17,11991.30,19.63,2.61,1.46,12.40,27.24,12.59,9.79,18.73
MVRGX,338,1188,S&P500,16.75,-7.82,4.21,4.02,14.53,-8.13,2.26,4.08,,21531731.00,34.00,25.00,35.00,28.39,29.46,1.25,11719.99,17.44,2.22,1.07,10.66,32.77,9.58,5.19,12.44
MWATX,0,0,S&P500,15.92,-16.94,0.77,3.30,14.53,-8.13,2.26,4.08,146649309.00,25372009.00,147.00,72.00,67.00,72.00,70.33,1.36,,,,,,,,,
MXEQX,1880,1583,S&P500,17.58,-7.56,2.45,3.92,14.53,-8.13,2.26,4.08,829286627.00,861800000.00,128.00,27.00,,18.00,22.50,0.88,32895.63,16.76,2.48,1.39,9.72,35.18,9.40,7.81,17.03
MXVIX,7626,1895,S&P500,13.94,-8.73,1.64,3.46,14.53,-8.13,2.26,4.08,700212214.00,2779700000.00,503.00,10.00,,,10.00,0.82,46929.34,17.27,2.81,1.50,10.76,29.42,13.34,10.42,19.61
MXXIX,220,630,S&P500,17.20,-7.88,3.02,1.88,14.53,-8.13,2.26,4.08,441687000.00,226803192.00,44.00,175.00,191.00,236.00,200.67,0.60,12640.60,20.64,3.69,2.48,15.06,40.69,9.20,6.66,16.29
MYPVX,0,0,S&P500,14.46,-10.24,1.03,2.84,14.53,-8.13,2.26,4.08,32692456.00,382678299.00,65.00,173.00,,210.00,191.50,1.50,29590.68,16.86,2.66,1.34,10.76,26.06,12.14,10.46,19.24
NAINX,2574,1716,S&P500,9.39,-3.71,3.81,4.59,14.53,-8.13,2.26,4.08,333259973.00,143678285.00,,59.00,83.00,93.00,78.33,1.78,,,,,,,,,
NALFX,46,63,S&P500,31.26,-0.36,4.53,2.63,14.53,-8.13,2.26,4.08,64619000.00,201983466.00,69.00,52.00,50.05,33.00,45.02,1.29,2605.62,22.47,2.74,1.20,12.00,19.20,8.71,5.18,16.12
NBSRX,277,871,S&P500,15.29,-8.21,4.18,4.07,14.53,-8.13,2.26,4.08,539777740.00,2351453395.00,42.00,50.05,35.00,62.00,49.02,1.32,19176.78,19.53,2.51,1.73,11.76,15.93,11.57,9.52,18.00
NBSSX,347,1291,S&P500,12.51,-10.19,0.78,2.72,14.53,-8.13,2.26,4.08,1274540064.00,741319480.00,31.00,19.00,27.00,24.00,23.33,1.06,27532.06,16.49,2.24,1.64,11.69,23.08,11.21,10.22,14.90
NCEGX,1100,1696,S&P500,12.06,-8.17,0.86,2.42,14.53,-8.13,2.26,4.08,94605692.00,124388287.00,,43.00,37.15,,40.08,0.85,,,,,,,,,
NEAGX,152,419,S&P500,12.43,-1.65,11.48,7.93,14.53,-8.13,2.26,4.08,18124682.00,64444839.00,44.00,69.00,64.00,58.00,63.67,1.10,2443.64,27.46,4.24,2.41,17.43,18.50,9.39,6.81,11.48
NEEGX,263,589,S&P500,16.85,-9.81,6.89,4.98,14.53,-8.13,2.26,4.08,204624165.00,115150838.00,62.00,64.00,15.00,78.00,52.33,2.60,2900.82,22.06,2.47,1.51,13.32,22.60,6.68,4.59,9.20
NEFOX,685,1771,S&P500,14.90,-12.10,1.79,3.32,14.53,-8.13,2.26,4.08,223365556.00,270327983.00,42.00,15.00,27.00,195.00,79.00,2.21,46719.54,18.11,2.31,1.59,11.77,23.97,9.14,8.99,15.11
NEFSX,1593,911,S&P500,12.77,-7.88,5.15,5.67,14.53,-8.13,2.26,4.08,455176746.00,824835922.00,222.00,27.00,104.00,95.00,75.33,1.30,11571.17,21.11,3.07,1.33,13.23,31.13,10.52,9.19,17.98
NEIMX,349,1263,S&P500,15.51,0.85,5.12,5.06,14.53,-8.13,2.26,4.08,2060042.00,24290677.00,23.00,104.00,215.61,,159.81,1.87,43774.50,15.45,2.31,1.28,9.96,44.33,11.18,8.32,17.04
NGUAX,322,969,S&P500,14.24,-8.20,3.57,3.87,14.53,-8.13,2.26,4.08,1597621127.00,1176493738.00,39.00,20.00,25.00,113.00,52.67,1.75,19766.82,19.50,2.52,2.00,11.26,19.62,11.39,9.19,18.05
NICSX,479,1013,S&P500,9.43,-8.25,4.41,6.17,14.53,-8.13,2.26,4.08,2436572000.00,2850421415.00,48.00,21.00,18.18,33.00,24.06,0.90,10757.73,18.16,2.76,1.34,11.47,31.99,11.17,11.45,17.12
NINDX,7675,1886,S&P500,14.42,-8.24,2.15,3.95,14.53,-8.13,2.26,4.08,2419611450.00,3670606936.00,505.00,4.00,,6.00,5.00,0.14,46906.69,17.29,2.81,1.50,10.77,29.38,13.33,10.42,19.60
NMIMX,4032,1809,S&P500,15.19,-8.11,1.57,3.93,14.53,-8.13,2.26,4.08,455924816.00,387269213.00,255.00,218.00,307.00,163.00,229.33,0.26,44857.38,15.84,2.75,1.33,10.10,26.68,13.06,11.43,21.25
NOGEX,1266,1778,S&P500,8.73,-10.10,1.75,3.52,14.53,-8.13,2.26,4.08,732294189.00,118991987.00,73.00,87.00,,51.00,69.00,0.50,48953.15,19.28,3.03,1.86,13.24,25.82,13.59,10.93,20.07
NOIEX,536,599,S&P500,17.25,-4.54,5.75,5.90,14.53,-8.13,2.26,4.08,349780908.00,228169267.00,91.00,59.00,84.84,49.00,64.28,1.00,19426.11,14.31,2.53,1.44,8.77,38.83,11.60,10.45,19.10
NOLCX,3323,1802,S&P500,N/A,N/A,N/A,,14.53,-8.13,2.26,4.08,15097473.00,126642191.00,198.00,,,,,1.00,44094.61,16.19,2.68,1.41,10.06,30.23,12.56,10.04,19.21
NOSIX,7675,1883,S&P500,14.28,-8.35,2.03,3.86,14.53,-8.13,2.26,4.08,468912334.00,7444148531.00,502.00,4.00,5.33,7.00,5.44,0.52,46965.95,17.27,2.81,1.50,10.77,29.35,13.34,10.41,19.62
NQCFX,392,1420,S&P500,12.24,-8.14,-1.25,-0.07,14.53,-8.13,2.26,4.08,,3493709.00,,0.00,3.18,,1.59,0.55,,,,,,,,,
NSEIX,327,813,S&P500,22.33,-1.22,9.43,8.86,14.53,-8.13,2.26,4.08,27794000.00,532216508.00,42.00,3.18,42.73,57.00,34.30,1.38,5530.99,16.68,2.48,0.89,8.55,43.93,13.19,8.65,14.99
NSEPX,1601,1614,S&P500,14.00,-6.37,2.91,4.14,14.53,-8.13,2.26,4.08,1552776570.00,606385402.00,120.00,,,15.00,15.00,0.90,42812.82,16.40,2.95,1.70,11.13,27.78,14.05,11.50,21.71
NTCHX,927,1879,S&P500,4.06,-10.57,4.56,4.69,14.53,-8.13,2.26,4.08,220234069.00,77622203.00,56.00,30.00,60.58,62.00,50.86,0.93,33750.82,26.69,4.53,3.16,17.10,10.06,16.82,11.37,19.75
NTHFX,772,1305,S&P500,8.44,-9.86,1.72,1.74,14.53,-8.13,2.26,4.08,134703000.00,54358244.00,58.00,57.00,19.00,26.00,34.00,1.25,30157.10,22.22,4.05,2.21,16.24,20.26,16.24,12.13,19.84
NYSAX,139,577,S&P500,8.67,-7.83,-0.82,-4.58,14.53,-8.13,2.26,4.08,4644625.00,1777327.00,20.00,19.00,123.00,73.00,71.67,1.32,2076.11,,3.18,2.91,,,-11.36,-2.12,-2.90
NYVTX,732,1385,S&P500,14.53,-9.73,1.52,2.10,14.53,-8.13,2.26,4.08,33230792134.00,11747175913.00,,3.00,6.00,10.00,6.33,1.98,,,,,,,,,
OAAYX,0,0,S&P500,14.97,-9.46,1.56,2.22,14.53,-8.13,2.26,4.08,445037445.00,2483838771.00,,,,,,0.92,,,,,,,,,
OAKBX,420,1081,S&P500,11.86,1.90,6.70,6.15,14.53,-8.13,2.26,4.08,10130523031.00,16175591899.00,104.00,112.00,72.00,48.00,77.33,0.89,15818.82,16.65,2.96,1.41,10.69,31.15,13.12,9.84,19.18
OAKLX,270,1317,S&P500,14.44,-13.72,1.81,4.46,14.53,-8.13,2.26,4.08,6233243286.00,5816394469.00,25.00,21.00,14.00,20.00,18.33,0.92,21707.44,16.63,2.40,2.03,12.98,34.12,11.23,9.47,21.41
OAKMX,775,1442,S&P500,17.17,-8.09,4.52,6.31,14.53,-8.13,2.26,4.08,6143758065.00,17224173694.00,54.00,16.00,19.00,21.00,18.67,1.00,27924.12,15.62,2.55,1.49,11.35,33.68,9.95,9.02,18.55
OARDX,477,1216,S&P500,15.29,-3.23,3.84,4.83,14.53,-8.13,2.26,4.08,928412717.00,3399450776.00,,129.00,13.00,,71.00,1.05,43691.94,15.23,2.38,1.52,9.32,32.84,11.78,8.61,16.73
OCMGX,38,227,S&P500,49.04,11.45,23.80,12.09,14.53,-8.13,2.26,4.08,88598000.00,41446122.00,78.00,5.00,12.00,,8.50,1.36,2585.36,39.71,3.92,6.91,25.77,10.32,10.21,-0.48,0.59
OPTFX,1617,1564,S&P500,6.67,-12.60,0.67,2.09,14.53,-8.13,2.26,4.08,8948439288.00,4940498708.00,,38.00,45.00,42.00,41.67,2.15,37747.22,22.92,4.00,2.32,16.20,20.18,14.66,10.61,20.01
OSTFX,142,281,S&P500,11.45,-5.75,4.13,4.18,14.53,-8.13,2.26,4.08,229755573.00,233219211.00,50.00,38.00,58.00,34.00,43.33,1.09,4762.85,20.84,2.47,1.63,10.88,44.22,10.83,5.59,14.51
OYAIX,0,0,S&P500,15.25,-9.36,4.00,4.06,14.53,-8.13,2.26,4.08,68803306.00,841375467.00,,,,,,1.36,,,,,,,,,
PAABX,495,830,S&P500,9.17,-6.45,1.29,2.09,14.53,-8.13,2.26,4.08,39507527.00,5838915.00,95.00,25.00,39.60,58.00,40.87,2.53,16988.06,17.36,2.58,1.77,11.33,31.50,13.53,8.38,16.67
PAGTX,653,1223,S&P500,8.63,-8.01,1.27,2.94,14.53,-8.13,2.26,4.08,3182263.00,8037446.00,51.00,39.60,12.96,78.00,43.52,2.67,12808.76,17.58,3.17,1.19,10.51,22.64,14.48,10.43,19.67
PARNX,463,1113,S&P500,14.29,-6.88,6.63,7.41,14.53,-8.13,2.26,4.08,292749516.00,970609479.00,50.00,12.96,119.80,142.00,91.59,2.83,6227.53,22.54,2.44,1.63,13.76,23.40,8.40,6.87,14.33
PARWX,403,1218,S&P500,13.71,-5.11,9.11,9.24,14.53,-8.13,2.26,4.08,1012997.00,4036657547.00,34.00,119.80,,,119.80,0.99,14090.03,20.26,3.07,1.89,14.33,12.67,12.13,12.82,19.84
PAUIX,0,0,S&P500,4.89,2.46,7.20,8.01,14.53,-8.13,2.26,4.08,570362889.00,8086497329.00,23.00,171.00,116.00,,143.50,0.76,,,,,,,,,
PAXWX,873,982,S&P500,10.60,-5.29,2.76,3.25,14.53,-8.13,2.26,4.08,1852033000.00,1928651084.00,289.00,22.00,33.02,37.00,30.67,0.82,18047.10,19.87,3.35,1.59,11.43,27.32,13.24,10.11,21.24
PBFDX,587,1675,S&P500,10.88,-8.90,2.75,4.50,14.53,-8.13,2.26,4.08,18011299.00,78936774.00,39.00,33.02,33.00,37.00,34.34,0.95,33841.75,16.15,3.22,1.22,10.94,28.48,11.33,10.88,24.36
PBLIX,1740,1449,S&P500,12.15,-3.75,3.30,4.28,14.53,-8.13,2.26,4.08,151117453.00,23283010.00,315.00,201.00,230.00,171.00,200.67,1.22,40210.44,19.14,3.00,1.82,12.34,24.51,12.99,9.77,18.61
PDCZX,4158,3230,S&P500,7.43,-1.67,4.32,4.91,14.53,-8.13,2.26,4.08,202949397.00,425220124.00,,379.00,160.00,269.00,269.33,0.98,,,,,,,,,
PDFDX,0,0,S&P500,22.76,-13.85,6.79,4.20,14.53,-8.13,2.26,4.08,9518359.00,6765138.00,41.00,36.00,103.00,55.00,64.67,1.17,71.28,23.14,2.40,0.87,12.70,,0.02,-0.63,-1.07
PDIAX,2638,1826,S&P500,15.17,-6.88,2.26,3.25,14.53,-8.13,2.26,4.08,241329751.00,172643269.00,,41.00,,59.00,50.00,2.50,,,,,,,,,
PDMZX,4216,1021,S&P500,12.62,-4.21,3.40,3.98,14.53,-8.13,2.26,4.08,442302796.00,228537474.00,,285.00,100.00,158.00,181.00,1.25,,,,,,,,,
PDPAX,0,0,S&P500,12.29,-4.58,2.87,3.02,14.53,-8.13,2.26,4.08,202094.00,51700430.00,,,,,,1.10,,,,,,,,,
PEOPX,7655,1903,S&P500,13.98,-8.55,1.82,3.62,14.53,-8.13,2.26,4.08,3391557000.00,2658869931.00,504.00,7.00,1.87,,4.44,0.50,46954.38,17.27,2.81,1.50,10.76,29.42,13.34,10.42,19.61
PGEOX,1773,1736,S&P500,11.78,-11.77,-1.00,1.31,14.53,-8.13,2.26,4.08,4929881687.00,1177947624.00,1331.00,169.00,165.66,121.00,151.89,0.50,40268.02,14.65,2.37,1.13,8.96,28.18,13.52,10.75,18.64
PINVX,1312,1637,S&P500,13.13,-13.13,-0.61,1.71,14.53,-8.13,2.26,4.08,3984573892.00,1881468946.00,118.00,112.00,66.37,82.00,86.79,1.00,28956.18,16.09,2.79,1.49,11.01,24.04,14.84,12.15,21.11
PIODX,2128,1625,S&P500,15.61,-6.83,2.89,2.75,14.53,-8.13,2.26,4.08,6263275162.00,4854509179.00,173.00,13.00,1.06,7.00,7.02,1.05,31786.66,16.05,2.93,1.38,9.15,26.48,13.59,10.97,21.33
PIOTX,0,0,S&P500,13.98,-7.04,3.51,4.63,14.53,-8.13,2.26,4.08,68349137.00,1569197151.00,96.00,1.06,106.00,6.00,37.69,1.06,36631.34,16.23,2.71,1.62,11.32,25.34,14.49,10.62,20.68
PJGZX,556,762,S&P500,15.80,-8.83,4.40,5.26,14.53,-8.13,2.26,4.08,815339477.00,419749315.00,81.00,106.00,102.00,115.00,107.67,1.16,9361.01,19.39,2.23,1.02,10.02,31.22,6.88,6.35,13.07
PKAIX,0,0,S&P500,17.95,-7.96,3.13,,14.53,-8.13,2.26,4.08,,608951477.00,,,,,,0.82,,,,,,,,,
PLEIX,848,1743,S&P500,9.60,-11.53,0.20,2.40,14.53,-8.13,2.26,4.08,236677749.00,20805279.00,52.00,69.00,124.00,68.00,87.00,0.98,41345.18,18.74,3.14,1.66,12.53,30.89,14.81,12.08,22.96
PLFPX,7642,1864,S&P500,14.08,-8.52,1.85,3.64,14.53,-8.13,2.26,4.08,759466946.00,5356733421.00,502.00,12.00,67.30,,39.65,0.94,47030.02,17.27,2.81,1.50,10.76,29.42,13.34,10.42,19.62
PNRAX,1458,1674,S&P500,10.39,-11.39,1.44,3.15,14.53,-8.13,2.26,4.08,1019499825.00,285354191.00,100.00,113.00,101.63,131.93,115.52,0.41,30227.08,16.31,2.64,1.43,10.54,26.11,13.30,10.05,18.67
POAGX,232,267,S&P500,19.39,-7.33,7.53,8.18,14.53,-8.13,2.26,4.08,32087905.00,7987325328.00,69.00,7.00,,,7.00,1.13,2027.41,27.26,2.89,2.24,15.23,30.82,10.13,2.45,5.80
POCAX,0,0,S&P500,11.70,-3.84,4.68,5.11,14.53,-8.13,2.26,4.08,189471056.00,1409374211.00,16.00,6.00,,,6.00,0.00,21933.06,18.36,3.06,1.55,11.53,20.85,12.68,8.97,18.45
PODAX,0,0,S&P500,14.11,-6.32,3.89,4.43,14.53,-8.13,2.26,4.08,183194511.00,1032397221.00,15.00,10.00,,,10.00,0.00,21373.01,18.39,3.06,1.53,11.48,20.84,12.73,9.00,18.52
POEAX,0,0,S&P500,17.83,-8.39,3.23,3.70,14.53,-8.13,2.26,4.08,68197533.00,325696017.00,14.00,22.00,,,22.00,0.00,20247.62,18.23,3.06,1.48,11.44,19.92,12.48,8.79,18.48
POGRX,1139,1167,S&P500,14.82,-6.94,5.34,5.76,14.53,-8.13,2.26,4.08,63280707.00,8397391082.00,97.00,9.00,,,9.00,0.00,16430.79,25.41,3.26,2.28,15.00,21.11,12.06,8.61,16.18
POSKX,1184,1186,S&P500,14.40,-6.82,4.32,5.26,14.53,-8.13,2.26,4.08,34379938.00,7402537932.00,100.00,12.00,,,12.00,1.25,21412.10,22.69,3.11,1.98,13.60,23.05,11.85,8.39,16.05
PRBLX,523,963,S&P500,13.37,0.24,7.02,7.61,14.53,-8.13,2.26,4.08,908086065.00,15435577144.00,67.00,110.00,79.88,42.00,77.29,0.99,16568.79,18.36,2.82,1.79,11.44,24.90,13.38,9.68,20.02
PRCOX,4128,1765,S&P500,14.42,-7.87,2.57,4.18,14.53,-8.13,2.26,4.08,177573110.00,532848540.00,299.00,79.88,44.30,48.00,57.39,1.04,46190.49,17.74,2.93,1.56,11.54,28.72,13.55,10.79,20.29
PRDGX,1582,1465,S&P500,15.32,-5.72,3.51,5.04,14.53,-8.13,2.26,4.08,773491922.00,7501770913.00,114.00,44.30,16.50,20.00,26.93,1.20,31865.64,18.16,2.80,1.64,11.38,26.30,11.40,9.68,17.73
PREIX,7664,1867,S&P500,14.17,-8.36,2.03,3.83,14.53,-8.13,2.26,4.08,5821186931.00,30020246365.00,511.00,16.50,6.40,7.00,9.97,0.78,46866.18,17.28,2.82,1.49,10.76,29.42,13.55,10.51,19.79
PRFDX,1900,1582,S&P500,17.61,-7.32,2.69,4.13,14.53,-8.13,2.26,4.08,20392225448.00,22765071267.00,129.00,6.40,16.10,15.00,12.50,0.35,32617.39,16.73,2.51,1.37,9.58,35.24,10.04,8.08,17.51
